"Residential Sector Key Indicators and Consumption (merged AEO vintages)"
"https://github.com/NatLabRockies/buildstock-weatherreg/tree/main/projections/merge_aeo.py"
"Most-recent-vintage-wins per (row, year); years 2007-2050"
"Source: U.S. Energy Information Administration (AEO 2010, 2012, 2018, 2025)"
Unnamed: 0,full name,Unnamed: 0,api key,units,Growth (2024-2050),2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Clothes Dryers,Residential: Delivered Energy Use by End Use: Clothes Dryers: Reference case,Clothes Dryers,AEO.2025.REF2025.CNSM_NA_RESD_CDR_DEE_NA_USA_QBTU.A,quads,1.2%,0.336797,0.337002,0.246995,0.248539,0.247476,0.251796,0.252046,0.254072,0.252187,0.2422,0.24217,0.24207,0.240839,0.238664,0.236772,0.235776,0.235266,0.23138,0.233476,0.237828,0.243045,0.247138,0.249645,0.25127,0.252132,0.25269,0.253125,0.254055,0.255893,0.258781,0.262452,0.266619,0.271308,0.276296,0.281395,0.286039,0.290344,0.294364,0.298198,0.301734,0.30519,0.308779,0.312599,0.316697
Clothes Washers,Residential: Delivered Energy Use by End Use: Clothes Washers: Reference case,Clothes Washers,AEO.2025.REF2025.CNSM_NA_RESD_CLW_DEE_NA_USA_QBTU.A,quads,-1.4%,0.034504,0.033937,0.033364,0.032619,0.032247,0.032542,0.032406,0.032481,0.031609,0.025982,0.025277,0.02413,0.02298,0.021732,0.020437,0.019331,0.018404,0.041807,0.040731,0.039766,0.038787,0.037633,0.036454,0.035086,0.03366,0.032144,0.030828,0.029712,0.028804,0.028115,0.027658,0.027457,0.027527,0.027595,0.027664,0.02774,0.027821,0.027914,0.028022,0.028143,0.028276,0.028421,0.028576,0.02874
,Residential: Delivered Energy Use by End Use: Color Televisions and Set-Top Boxes: Reference case,,,,,0.323804,0.345127,0.321828,0.32783,0.322806,0.325212,0.323183,0.323446,0.324617,0.32661,0.329811,0.33366,0.337914,0.342152,0.346461,0.350948,0.355657,0.36065,0.365975,0.371702,0.377705,0.383869,0.390067,0.396454,0.402883,0.409383,0.416285,0.423079,0.429588,,,,,,,,,,,,,,,
Computers and Related Equipment,Residential: Delivered Energy Use by End Use: Computers: Reference case,Computers and Related Equipment,AEO.2025.REF2025.CNSM_NA_RESD_CMPR_DEE_NA_USA_QBTU.A,quads,-1.5%,,,,,,,,,,0.107702,0.104495,0.101327,0.097806,0.094075,0.090662,0.087567,0.084667,0.100142,0.098282,0.097668,0.097333,0.096397,0.094729,0.092701,0.09053,0.088433,0.086272,0.084225,0.082371,0.080756,0.079252,0.077804,0.076442,0.07512,0.073781,0.072459,0.0712,0.070049,0.069068,0.06824,0.067566,0.06709,0.066839,0.066786
Cooking,Residential: Delivered Energy Use by End Use: Cooking: Reference case,Cooking,AEO.2025.REF2025.CNSM_NA_RESD_CGR_DEE_NA_USA_QBTU.A,quads,0.5%,0.351628,0.353552,0.352561,0.352495,0.352669,0.355682,0.354674,0.355649,0.357341,0.346734,0.3477,0.348988,0.35042,0.351989,0.353633,0.355372,0.357195,0.155616,0.155966,0.15681,0.157668,0.158521,0.159401,0.160281,0.161144,0.161975,0.162764,0.163535,0.164322,0.16513,0.165942,0.166808,0.167692,0.168603,0.169531,0.17048,0.171397,0.172299,0.173203,0.174106,0.175008,0.175914,0.176832,0.177762
,Residential: Delivered Energy Use by End Use: Delivered Energy: Reference case,,,,,11.254827,11.344465,11.12711,11.662011,11.598576,11.624234,11.298191,11.270529,11.235461,10.525223,10.528981,11.056448,10.923651,10.846932,10.789662,10.755409,10.722306,10.687871,10.656467,10.645726,10.6415,10.642993,10.64398,10.631537,10.622239,10.613038,10.606356,10.609605,10.616561,10.622239,10.629616,10.635694,10.644901,10.646523,10.652597,10.661389,10.676113,10.696721,10.718411,10.741642,10.764938,10.782171,10.797863,10.818624
Dishwashers,Residential: Delivered Energy Use by End Use: Dishwashers: Reference case,Dishwashers,AEO.2025.REF2025.CNSM_NA_RESD_DSW_DEE_NA_USA_QBTU.A,quads,1.1%,0.093316,0.092601,0.100617,0.100005,0.099647,0.100563,0.099274,0.098731,0.09855,0.094478,0.094593,0.094799,0.094999,0.095169,0.095326,0.095785,0.096532,0.036367,0.037218,0.038214,0.038544,0.03875,0.038913,0.039031,0.039101,0.03912,0.039207,0.039368,0.039613,0.03995,0.040381,0.040916,0.041563,0.042206,0.042844,0.04348,0.044113,0.044747,0.04539,0.046038,0.046693,0.047355,0.048026,0.048705
Furnace Fans and Boiler Circulation Pumps,Residential: Delivered Energy Use by End Use: Fans and Pumps: Reference case,Furnace Fans and Boiler Circulation Pumps,AEO.2025.REF2025.CNSM_NA_RESD_FPR_DEE_NA_USA_QBTU.A,quads,0.0%,,,,,,,,,,0.10372,0.10514,0.124924,0.117508,0.116002,0.11443,0.113382,0.112446,0.137569,0.15845,0.160569,0.162227,0.163483,0.1645,0.165311,0.165797,0.165968,0.166053,0.165876,0.165739,0.165555,0.165175,0.164465,0.163337,0.16173,0.159641,0.15725,0.154559,0.151797,0.149101,0.146502,0.143982,0.141683,0.139661,0.137834
Freezers,Residential: Delivered Energy Use by End Use: Freezers: Reference case,Freezers,AEO.2025.REF2025.CNSM_NA_RESD_FRZ_DEE_NA_USA_QBTU.A,quads,-0.3%,0.080741,0.079939,0.082413,0.082357,0.082592,0.0839,0.084044,0.083707,0.083681,0.073651,0.072713,0.071784,0.070835,0.069864,0.068871,0.067935,0.06705,0.079548,0.079317,0.079323,0.079324,0.079287,0.079226,0.07876,0.078246,0.077692,0.077152,0.076622,0.076121,0.075644,0.075182,0.074744,0.074331,0.073945,0.073595,0.073283,0.073008,0.072776,0.072596,0.072479,0.072422,0.072438,0.072537,0.07272
,Residential: Delivered Energy Use by End Use: Furnace Fans and Boiler Circulation Pumps: Reference case,,,,,0.128625,0.137865,0.135288,0.134812,0.137345,0.14207,0.137384,0.138393,0.139356,0.140244,0.141085,0.141873,0.142249,0.143057,0.143194,0.143228,0.143259,0.144388,0.144937,0.145201,0.145611,0.14581,0.146505,0.146729,0.147129,0.147538,0.148042,0.148415,0.148663,,,,,,,,,,,,,,,
Lighting,Residential: Delivered Energy Use by End Use: Lighting: Reference case,Lighting,AEO.2025.REF2025.CNSM_NA_RESD_LGHTNG_DEE_NA_USA_QBTU.A,quads,0.2%,0.726481,0.72487,0.701107,0.688739,0.661282,0.650717,0.57099,0.539407,0.521985,0.455451,0.441426,0.432705,0.419019,0.394335,0.382256,0.376345,0.372821,0.187362,0.185338,0.186888,0.19061,0.193732,0.195646,0.195265,0.194734,0.19472,0.194742,0.195149,0.19605,0.19743,0.198943,0.200435,0.202144,0.200439,0.198846,0.197481,0.196424,0.195709,0.195259,0.19484,0.194553,0.194547,0.194842,0.195363
Other Uses,Residential: Delivered Energy Use by End Use: Other Uses: Reference case,Other Uses,AEO.2025.REF2025.CNSM_NA_RESD_OTHU_DEE_NA_USA_QBTU.A,quads,1.2%,1.000292,1.034032,1.04245,1.081216,1.071733,1.069506,1.067167,1.078474,1.092416,1.693652,1.766834,1.830998,1.859167,1.86075,1.858835,1.859623,1.858359,2.662835,2.60205,2.657128,2.713314,2.761617,2.800194,2.833379,2.862324,2.891199,2.918146,2.947952,2.980715,3.018921,3.060506,3.103326,3.147984,3.192245,3.233189,3.272506,3.310501,3.348362,3.386582,3.424509,3.463834,3.50557,3.549911,3.597104
,Residential: Delivered Energy Use by End Use: Personal Computers and Related Equipment: Reference case,,,,,0.151789,0.167727,0.169079,0.171668,0.176915,0.180695,0.18216,0.186402,0.189105,0.195134,0.200904,0.206409,0.211774,0.216563,0.221657,0.225276,0.22918,0.233293,0.237432,0.241451,0.245372,0.249152,0.252774,0.256076,0.259087,0.261842,0.264536,0.267032,0.269384,,,,,,,,,,,,,,,
Refrigeration,Residential: Delivered Energy Use by End Use: Refrigeration: Reference case,Refrigeration,AEO.2025.REF2025.CNSM_NA_RESD_REFR_DEE_NA_USA_QBTU.A,quads,0.0%,0.380936,0.376102,0.376094,0.372153,0.369824,0.372036,0.370079,0.368673,0.368767,0.344974,0.339737,0.335167,0.331088,0.327496,0.324359,0.321668,0.319372,0.351479,0.349735,0.348967,0.348117,0.347167,0.346545,0.343723,0.34116,0.338841,0.336676,0.334643,0.332863,0.331496,0.330528,0.32999,0.329876,0.330177,0.33087,0.331958,0.333433,0.335307,0.337657,0.340484,0.343776,0.347054,0.350324,0.353572
Space Cooling,Residential: Delivered Energy Use by End Use: Space Cooling: Reference case,Space Cooling,AEO.2025.REF2025.CNSM_NA_RESD_SPC_DEE_NA_USA_QBTU.A,quads,1.1%,0.909859,0.774865,0.811169,1.076958,1.126545,0.984916,1.018274,1.01668,1.01455,0.901041,0.743544,0.714092,0.803333,0.800083,0.801062,0.80605,0.811837,1.060521,1.013042,1.032196,1.050957,1.063297,1.06827,1.070905,1.072216,1.075231,1.083147,1.092828,1.106177,1.123078,1.142541,1.162638,1.184441,1.20576,1.226439,1.24593,1.265001,1.283562,1.301787,1.319534,1.337555,1.356377,1.376963,1.399046
Space Heating,Residential: Delivered Energy Use by End Use: Space Heating: Reference case,Space Heating,AEO.2025.REF2025.CNSM_NA_RESD_SPH_DEE_NA_USA_QBTU.A,quads,-0.5%,4.76255,4.925337,4.812378,5.081765,5.014176,5.152431,4.895726,4.877837,4.860744,4.051257,4.16291,4.651987,4.434775,4.402304,4.369456,4.338344,4.303634,4.34653,4.82124,4.818115,4.811231,4.795309,4.761813,4.719452,4.664731,4.597999,4.538418,4.475638,4.421375,4.37484,4.333668,4.295263,4.257347,4.217934,4.1749,4.130857,4.086573,4.043579,4.00274,3.963122,3.925515,3.889812,3.856848,3.825262
Televisions and Related Equipment,Residential: Delivered Energy Use by End Use: Televisions: Reference case,Televisions and Related Equipment,AEO.2025.REF2025.CNSM_NA_RESD_TVR_DEE_NA_USA_QBTU.A,quads,-0.9%,,,,,,,,,,0.282169,0.277008,0.272218,0.266745,0.260938,0.256378,0.253109,0.250733,0.129367,0.126506,0.125161,0.124301,0.122905,0.120804,0.118435,0.116045,0.113888,0.111767,0.109894,0.108378,0.107259,0.106362,0.105612,0.105018,0.104502,0.103976,0.10344,0.102969,0.102593,0.102397,0.102319,0.102347,0.102535,0.102876,0.103381
Water Heating,Residential: Delivered Energy Use by End Use: Water Heating: Reference case,Water Heating,AEO.2025.REF2025.CNSM_NA_RESD_WTHT_DEE_NA_USA_QBTU.A,quads,-0.7%,1.973506,1.961509,1.941766,1.910857,1.903318,1.922168,1.910786,1.916576,1.900554,1.802212,1.805435,1.811261,1.814137,1.81353,1.817185,1.825123,1.83399,1.605464,1.598048,1.596542,1.594025,1.589018,1.565877,1.53993,1.512784,1.486227,1.464135,1.447008,1.43545,1.426237,1.419361,1.413949,1.409488,1.405351,1.400459,1.395509,1.390749,1.385169,1.378898,1.371786,1.364687,1.358335,1.35287,1.348522
Delivered Energy,Residential: Distillate Fuel Oil: Delivered Energy: Reference case,Delivered Energy,AEO.2025.REF2025.CNSM_NA_RESD_NA_DFO_NA_USA_QBTU.A,quads,-1.3%,0.72609,0.68449,0.60157,0.628,0.62032,0.621694,0.578195,0.563548,0.546848,0.431347,0.469745,0.506871,0.467948,0.451719,0.435296,0.421858,0.411126,0.445877,0.475234,0.468618,0.459586,0.44947,0.439279,0.429448,0.42097,0.413666,0.407281,0.40086,0.394814,0.388955,0.383212,0.377602,0.372088,0.366562,0.361077,0.355828,0.350705,0.345728,0.341048,0.336405,0.331678,0.327211,0.323039,0.318926
Other Uses,Residential: Distillate Fuel Oil: Other Uses: Reference case,Other Uses,AEO.2025.REF2025.CNSM_NA_RESD_OTHU_DFO_NA_USA_QBTU.A,quads,-0.1%,,,,,,,,,,0.007282,0.007314,0.007241,0.007155,0.007029,0.006912,0.00683,0.00678,0.025815,0.026125,0.026255,0.026226,0.026108,0.025963,0.025815,0.025731,0.025698,0.025666,0.025631,0.025592,0.025559,0.025524,0.025494,0.025464,0.025427,0.025385,0.025348,0.025309,0.025272,0.025246,0.025214,0.025166,0.025135,0.025121,0.025102
Space Heating,Residential: Distillate Fuel Oil: Space Heating: Reference case,Space Heating,AEO.2025.REF2025.CNSM_NA_RESD_SPH_DFO_NA_USA_QBTU.A,quads,-1.2%,0.610613,0.576269,0.498117,0.530267,0.529995,0.537191,0.498795,0.488589,0.476656,0.378596,0.419205,0.459055,0.422705,0.409154,0.395095,0.383548,0.374259,0.379782,0.410945,0.40641,0.399667,0.391799,0.383753,0.375807,0.368831,0.362681,0.357205,0.351452,0.34584,0.34045,0.335198,0.330084,0.325074,0.32007,0.315125,0.31041,0.30583,0.301393,0.297232,0.293113,0.288929,0.284962,0.281244,0.277541
Water Heating,Residential: Distillate Fuel Oil: Water Heating: Reference case,Water Heating,AEO.2025.REF2025.CNSM_NA_RESD_WTHT_DFO_NA_USA_QBTU.A,quads,-3.4%,0.115477,0.108221,0.103453,0.097733,0.090325,0.084503,0.0794,0.074959,0.070192,0.045468,0.043227,0.040574,0.038088,0.035535,0.033289,0.03148,0.030087,0.04028,0.038164,0.035952,0.033694,0.031563,0.029563,0.027825,0.026407,0.025287,0.02441,0.023776,0.023382,0.022946,0.02249,0.022025,0.02155,0.021065,0.020567,0.02007,0.019567,0.019064,0.018571,0.018078,0.017583,0.017114,0.016674,0.016255
Electricity Related Losses,Residential: Electricity Related Losses: Reference case,Electricity Related Losses,AEO.2025.REF2025.CNSM_LOSSES_RESD_NA_ENRL_NA_USA_QBTU.A,quads,-2.1%,10.288507,10.196775,9.802936,10.385069,10.447465,10.035061,9.802753,9.656935,9.579485,9.581803,9.217257,9.369234,9.417359,9.290726,9.151429,9.050922,8.957051,7.308343,7.020867,6.679218,6.54135,6.472733,6.364865,6.137743,5.918483,5.504044,5.26606,5.027196,4.851285,4.657619,4.464431,4.332014,4.217497,4.212917,4.225766,4.21953,4.251322,4.263379,4.261334,4.232658,4.211697,4.2164,4.198967,4.18194
Clothes Dryers,Residential: Electricity: Clothes Dryers: Reference case,Clothes Dryers,AEO.2025.REF2025.CNSM_NA_RESD_CDR_ELC_NA_USA_QBTU.A,quads,1.1%,0.264398,0.264417,0.192661,0.193176,0.190986,0.194043,0.193984,0.195246,0.192841,0.190987,0.190857,0.190493,0.189065,0.186635,0.184437,0.183045,0.182134,0.191797,0.193003,0.196438,0.200795,0.204025,0.205683,0.206457,0.206537,0.20642,0.206247,0.206545,0.207686,0.20981,0.212676,0.216019,0.219895,0.224107,0.228495,0.232431,0.236021,0.23929,0.242352,0.245107,0.247754,0.250494,0.253445,0.256662
Clothes Washers,Residential: Electricity: Clothes Washers: Reference case,Clothes Washers,AEO.2025.REF2025.CNSM_NA_RESD_CLW_ELC_NA_USA_QBTU.A,quads,-1.4%,0.034504,0.033937,0.033364,0.032619,0.032247,0.032542,0.032406,0.032481,0.031609,0.025982,0.025277,0.02413,0.02298,0.021732,0.020437,0.019331,0.018404,0.041807,0.040731,0.039766,0.038787,0.037633,0.036454,0.035086,0.03366,0.032144,0.030828,0.029712,0.028804,0.028115,0.027658,0.027457,0.027527,0.027595,0.027664,0.02774,0.027821,0.027914,0.028022,0.028143,0.028276,0.028421,0.028576,0.02874
,Residential: Electricity: Color Televisions and Set-Top Boxes: Reference case,,,,,0.323804,0.345127,0.321828,0.32783,0.322806,0.325212,0.323183,0.323446,0.324617,0.32661,0.329811,0.33366,0.337914,0.342152,0.346461,0.350948,0.355657,0.36065,0.365975,0.371702,0.377705,0.383869,0.390067,0.396454,0.402883,0.409383,0.416285,0.423079,0.429588,,,,,,,,,,,,,,,
Computers and Related Equipment,Residential: Electricity: Computers: Reference case,Computers and Related Equipment,AEO.2025.REF2025.CNSM_NA_RESD_CMPR_ELC_NA_USA_QBTU.A,quads,-1.5%,,,,,,,,,,0.107702,0.104495,0.101327,0.097806,0.094075,0.090662,0.087567,0.084667,0.100142,0.098282,0.097668,0.097333,0.096397,0.094729,0.092701,0.09053,0.088433,0.086272,0.084225,0.082371,0.080756,0.079252,0.077804,0.076442,0.07512,0.073781,0.072459,0.0712,0.070049,0.069068,0.06824,0.067566,0.06709,0.066839,0.066786
Cooking,Residential: Electricity: Cooking: Reference case,Cooking,AEO.2025.REF2025.CNSM_NA_RESD_CGR_ELC_NA_USA_QBTU.A,quads,0.7%,0.103847,0.10527,0.105777,0.106442,0.107274,0.109348,0.109838,0.111155,0.112858,0.10809,0.108988,0.110026,0.111121,0.112277,0.113469,0.114694,0.115907,0.067364,0.067851,0.06857,0.069303,0.070039,0.070797,0.071555,0.072313,0.073063,0.073783,0.074467,0.075134,0.075777,0.076381,0.076946,0.077468,0.077954,0.078401,0.07882,0.079212,0.079588,0.079958,0.080316,0.080664,0.081003,0.081336,0.081661
,Residential: Electricity: Delivered Energy: Reference case,,,,,4.750331,4.70619,4.6556,4.950001,4.937252,4.821475,4.758631,4.749035,4.748081,4.80203,4.687212,4.793955,4.856934,4.806935,4.774171,4.760086,4.750666,4.744183,4.739233,4.748814,4.762638,4.780996,4.801598,4.807737,4.816302,4.827342,4.841342,4.865354,4.891209,4.918841,4.947033,4.973689,5.000785,5.016808,5.035307,5.056483,5.081271,5.109193,5.138336,5.168607,5.198561,5.222041,5.244645,5.27302
Dishwashers,Residential: Electricity: Dishwashers: Reference case,Dishwashers,AEO.2025.REF2025.CNSM_NA_RESD_DSW_ELC_NA_USA_QBTU.A,quads,1.1%,0.093316,0.092601,0.100617,0.100005,0.099647,0.100563,0.099274,0.098731,0.09855,0.094478,0.094593,0.094799,0.094999,0.095169,0.095326,0.095785,0.096532,0.036367,0.037218,0.038214,0.038544,0.03875,0.038913,0.039031,0.039101,0.03912,0.039207,0.039368,0.039613,0.03995,0.040381,0.040916,0.041563,0.042206,0.042844,0.04348,0.044113,0.044747,0.04539,0.046038,0.046693,0.047355,0.048026,0.048705
Furnace Fans and Boiler Circulation Pumps,Residential: Electricity: Fans and Pumps: Reference case,Furnace Fans and Boiler Circulation Pumps,AEO.2025.REF2025.CNSM_NA_RESD_FPR_ELC_NA_USA_QBTU.A,quads,0.0%,,,,,,,,,,0.10372,0.10514,0.124924,0.117508,0.116002,0.11443,0.113382,0.112446,0.137569,0.15845,0.160569,0.162227,0.163483,0.1645,0.165311,0.165797,0.165968,0.166053,0.165876,0.165739,0.165555,0.165175,0.164465,0.163337,0.16173,0.159641,0.15725,0.154559,0.151797,0.149101,0.146502,0.143982,0.141683,0.139661,0.137834
Freezers,Residential: Electricity: Freezers: Reference case,Freezers,AEO.2025.REF2025.CNSM_NA_RESD_FRZ_ELC_NA_USA_QBTU.A,quads,-0.3%,0.080741,0.079939,0.082413,0.082357,0.082592,0.0839,0.084044,0.083707,0.083681,0.073651,0.072713,0.071784,0.070835,0.069864,0.068871,0.067935,0.06705,0.079548,0.079317,0.079323,0.079324,0.079287,0.079226,0.07876,0.078246,0.077692,0.077152,0.076622,0.076121,0.075644,0.075182,0.074744,0.074331,0.073945,0.073595,0.073283,0.073008,0.072776,0.072596,0.072479,0.072422,0.072438,0.072537,0.07272
,Residential: Electricity: Furnace Fans and Boiler Circulation Pumps: Reference case,,,,,0.128625,0.137865,0.135288,0.134812,0.137345,0.14207,0.137384,0.138393,0.139356,0.140244,0.141085,0.141873,0.142249,0.143057,0.143194,0.143228,0.143259,0.144388,0.144937,0.145201,0.145611,0.14581,0.146505,0.146729,0.147129,0.147538,0.148042,0.148415,0.148663,,,,,,,,,,,,,,,
On-site Generation for Own Use,Residential: Electricity: Generation for Own Use: Reference case,On-site Generation for Own Use,AEO.2025.REF2025.GEN_NA_RESD_GFO_ELC_NA_USA_QBTU.A,quads,6.0%,,,,,,,,,,,,,,,,,,0.175881,0.200002,0.224552,0.247127,0.270566,0.294292,0.319587,0.34653,0.373285,0.39985,0.425746,0.446072,0.466922,0.488208,0.509847,0.53195,0.554443,0.577305,0.600774,0.624535,0.64883,0.673772,0.69935,0.72534,0.752123,0.779537,0.807279
Gross End-use Electricity Consumption,Residential: Electricity: Gross End-use Electricity Consumption: Reference case,Gross End-use Electricity Consumption,AEO.2025.REF2025.CNSM_NA_RESD_DELE_ELC_NA_USA_QBTU.A,quads,0.6%,,,,,,,,,,,,,,,,,,5.273504,5.214344,5.279262,5.350816,5.399853,5.415904,5.41301,5.402739,5.398781,5.401679,5.411938,5.433911,5.470836,5.517622,5.568489,5.625859,5.680406,5.732095,5.781936,5.831406,5.879741,5.928904,5.977498,6.028654,6.084351,6.146661,6.215219
Lighting,Residential: Electricity: Lighting: Reference case,Lighting,AEO.2025.REF2025.CNSM_NA_RESD_LGHTNG_ELC_NA_USA_QBTU.A,quads,0.2%,0.726481,0.72487,0.701107,0.688739,0.661282,0.650717,0.57099,0.539407,0.521985,0.455451,0.441426,0.432705,0.419019,0.394335,0.382256,0.376345,0.372821,0.187362,0.185338,0.186888,0.19061,0.193732,0.195646,0.195265,0.194734,0.19472,0.194742,0.195149,0.19605,0.19743,0.198943,0.200435,0.202144,0.200439,0.198846,0.197481,0.196424,0.195709,0.195259,0.19484,0.194553,0.194547,0.194842,0.195363
